Lat,Long,Title,L,R,C,O,A,M,S
29.534324586000025,34.93856165700004,None,0,0,0,0,0,0,0
29.54673822700005,34.91706060100006,None,0,0,0,0,0,0,0
29.55915186800007,34.93856165700004,None,5766,5653,0,26,372,0,225
29.57156550800005,34.96006271400006,None,878,1250,0,3,104,0,32
29.708115556000052,34.98156377000004,None,0,0,0,0,0,0,0
29.795011041000066,35.00306482700006,None,0,0,0,0,0,0,0
29.83225196400008,35.02456588300004,None,0,0,0,0,0,0,0
29.894320167000046,35.00306482700006,None,0,0,0,0,0,0,0
29.894320167000046,35.04606694000006,None,372,19,0,0,1,0,1
29.93156108900007,35.06756799600004,None,160,23,0,0,0,0,7
29.943974730000036,34.96006271400006,None,0,0,0,0,0,0,0
29.98121565200006,35.06756799600004,None,116,13,0,0,2,0,4
29.993629293000026,35.08906905300006,None,0,0,0,0,0,0,0
30.05569749700004,35.02456588300004,None,0,0,0,0,0,0,0
30.092938419000063,35.13207116500007,None,0,0,0,0,0,0,0
30.353624874000047,35.15357222200004,None,98,20,0,0,0,0,1
30.49017492200005,35.17507327800007,None,0,0,0,0,0,0,0
30.56465676700003,35.17507327800007,None,67,16,0,0,0,0,0
30.601897689000054,34.809555319000026,None,1002,1128,0,2,141,0,53
30.651552252000045,35.23957644800004,None,249,26,0,2,2,0,1
30.775688659000025,35.28257856100004,None,178,56,0,0,0,0,1
30.788102300000048,34.65904792400005,None,0,0,0,0,0,0,0
30.800515940000025,35.23957644800004,None,0,0,0,0,0,0,0
30.81292958100005,35.30407961700007,None,0,0,0,0,0,0,0
30.850170503000072,34.766553206000026,None,0,0,0,0,0,0,0
30.874997785000062,34.422536302000026,None,0,0,0,0,0,0,0
30.86258414400004,34.78805426200006,None,353,44,0,0,4,0,5
30.899825066000062,34.422536302000026,None,0,0,0,0,0,0,0
30.88741142500004,34.83105637500006,None,0,0,0,0,0,0,0
30.91223870700003,34.40103524600005,None,0,0,0,0,0,0,0
30.949479629000052,35.36858278600005,None,0,0,0,0,0,0,0
30.93706598800003,35.39008384300007,None,109,49,0,0,0,0,0
30.961893270000076,34.70205003600006,None,0,0,0,0,0,0,0
30.974306911000042,34.93856165700004,None,253,373,0,0,138,0,19
30.999134192000042,34.766553206000026,None,0,0,0,0,0,0,0
30.986720551000076,34.91706060100006,None,210,301,0,0,203,0,11
30.999134192000042,34.93856165700004,None,459,827,0,4,671,0,27
31.011547833000066,34.70205003600006,None,0,0,0,0,0,0,0
31.011547833000066,34.78805426200006,None,298,17,0,0,3,0,0
31.048788755000032,34.680548980000026,None,0,0,0,0,0,0,0
31.048788755000032,34.723551093000026,None,405,22,0,0,1,0,6
31.073616036000033,34.98156377000004,None,0,0,0,0,0,0,0
31.073616036000033,35.02456588300004,None,3451,5622,0,8,1762,0,176
31.061202396000056,35.04606694000006,None,1219,1725,0,4,536,0,55
31.09844331800008,34.98156377000004,None,202,13,0,97,40,0,10
31.086029677000056,35.04606694000006,None,0,0,0,0,0,0,0
31.110856959000046,34.96006271400006,None,112,62,0,183,23,0,7
31.135684240000046,34.31503102000005,None,0,0,0,0,0,0,0
31.135684240000046,34.91706060100006,None,0,0,0,0,0,0,0
31.14809788100007,35.36858278600005,None,0,0,0,0,0,0,0
31.17292516200007,34.336532076000026,None,0,0,0,0,0,0,0
31.17292516200007,35.02456588300004,None,306,38,0,555,49,0,23
31.160511521000046,35.04606694000006,None,0,0,0,0,0,0,0
31.185338803000036,34.31503102000005,None,0,0,0,0,0,0,0
31.19775244400006,34.336532076000026,None,0,0,0,0,0,0,0
31.19775244400006,34.809555319000026,None,363,167,0,485,28,0,41
31.19775244400006,34.852557432000026,None,108,8,0,63,2,0,8
31.19775244400006,34.93856165700004,None,67,63,0,528,57,0,42
31.210166084000036,34.27202890800004,None,0,0,0,0,0,0,0
31.22257972500006,34.29352996400007,None,58,15,0,0,0,0,3
31.210166084000036,34.31503102000005,None,0,0,0,0,0,0,0
31.22257972500006,34.336532076000026,None,0,0,0,0,0,0,0
31.210166084000036,34.35803313300005,None,0,0,0,0,0,0,0
31.22257972500006,34.422536302000026,None,122,81,0,0,24,0,4
31.22257972500006,34.46553841600007,None,137,3,0,1,0,0,3
31.210166084000036,34.53004158500005,None,195,8,0,0,0,0,4
31.22257972500006,34.766553206000026,None,396,553,0,0,19,0,78
31.210166084000036,34.87405848800006,None,222,65,0,0,24,0,9
31.210166084000036,35.21807539100007,None,26,8,0,55,7,0,5
31.24740700700005,34.336532076000026,None,0,0,0,0,0,0,0
31.234993366000026,34.35803313300005,None,327,3,0,1,2,0,2
31.234993366000026,34.40103524600005,None,109,70,0,0,16,0,5
31.24740700700005,34.422536302000026,None,109,295,0,0,33,0,14
31.234993366000026,34.44403735900005,None,58,50,0,0,4,0,0
31.234993366000026,34.65904792400005,None,0,0,0,0,0,0,0
31.24740700700005,34.723551093000026,None,434,26,0,0,1,0,3
31.24740700700005,34.766553206000026,None,6967,5375,0,20,1155,0,443
31.234993366000026,34.78805426200006,None,2838,2850,0,23,720,0,187
31.24740700700005,34.809555319000026,None,2884,4009,0,20,1119,0,196
31.24740700700005,34.852557432000026,None,117,43,0,881,60,0,92
31.234993366000026,34.87405848800006,None,0,0,0,0,0,0,0
31.24740700700005,35.02456588300004,None,68,43,0,7,38,0,21
31.234993366000026,35.04606694000006,None,0,0,0,0,0,0,0
31.234993366000026,35.08906905300006,None,472,236,0,176,76,0,70
31.24740700700005,35.19657433500004,None,0,0,0,0,0,0,0
31.259820647000026,34.40103524600005,None,101,24,0,0,1,0,0
31.27223428800005,34.766553206000026,None,521,617,0,2,118,0,32
31.259820647000026,34.78805426200006,None,12506,15226,0,70,4342,0,995
31.27223428800005,34.809555319000026,None,899,1265,0,9,365,0,107
31.259820647000026,34.83105637500006,None,0,0,0,0,0,0,0
31.27223428800005,34.852557432000026,None,2733,873,0,5,65,0,48
31.259820647000026,34.87405848800006,None,488,283,0,536,90,0,102
31.27223428800005,34.93856165700004,None,76,46,0,33,34,0,1
31.259820647000026,34.96006271400006,None,75,77,0,90,12,0,4
31.259820647000026,35.04606694000006,None,0,0,0,0,0,0,0
31.259820647000026,35.08906905300006,None,262,125,0,66,54,0,8
31.27223428800005,35.19657433500004,None,364,307,0,1,167,0,31
31.259820647000026,35.21807539100007,None,4873,2930,0,19,699,0,241
31.29706156900005,34.422536302000026,None,237,3,0,0,0,0,1
31.284647929000073,34.44403735900005,None,163,90,0,0,3,0,2
31.29706156900005,34.637546867000026,None,0,0,0,0,0,0,0
31.284647929000073,34.78805426200006,None,0,0,0,0,0,0,0
31.29706156900005,34.809555319000026,None,0,0,0,0,0,0,0
31.284647929000073,34.87405848800006,None,0,0,0,0,0,0,0
31.284647929000073,34.91706060100006,None,112,203,0,36,61,0,21
31.29706156900005,34.93856165700004,None,209,28,0,42,77,0,4
31.284647929000073,35.04606694000006,None,0,0,0,0,0,0,0
31.29706156900005,35.06756799600004,None,0,0,0,0,0,0,0
31.29706156900005,35.11057010900004,None,164,64,0,577,139,0,61
31.309475210000073,34.40103524600005,None,229,3,0,0,0,0,3
31.309475210000073,34.53004158500005,None,325,17,0,0,2,0,1
31.32188885100004,34.551542641000026,None,103,114,0,0,139,0,1
31.32188885100004,34.594544754000026,None,90,30,0,0,19,0,0
31.309475210000073,34.61604581100005,None,1947,2717,0,4,2382,0,82
31.32188885100004,34.637546867000026,None,353,353,0,1,168,0,24
31.32188885100004,34.680548980000026,None,1,58,0,0,275,0,0
31.32188885100004,34.852557432000026,None,115,73,0,50,2,0,11
31.32188885100004,34.89555954400004,None,0,0,0,0,0,0,0
31.32188885100004,34.93856165700004,None,1031,698,0,0,188,0,29
31.32188885100004,35.02456588300004,None,52,79,0,71,44,0,10
31.334302492000063,34.40103524600005,None,271,3,0,2,0,0,0
31.34671613200004,34.594544754000026,None,157,32,0,0,1,0,1
31.334302492000063,34.61604581100005,None,56,64,0,0,46,0,0
31.334302492000063,34.70205003600006,None,57,24,0,0,3,0,2
31.334302492000063,34.74505214900006,None,13,6,0,25,0,0,3
31.334302492000063,34.87405848800006,None,4,86,0,19,0,0,1
31.334302492000063,35.08906905300006,None,0,0,0,0,0,0,0
31.34671613200004,35.11057010900004,None,0,0,0,0,0,0,0
31.359129773000063,34.40103524600005,None,188,8,0,0,0,0,3
31.37154341400003,34.637546867000026,None,213,121,0,0,38,0,3
31.37154341400003,34.723551093000026,None,367,20,0,2,1,0,2
31.359129773000063,34.74505214900006,None,0,0,0,0,0,0,0
31.37154341400003,34.809555319000026,None,887,326,0,0,20,0,14
31.37154341400003,34.89555954400004,None,0,0,0,0,0,0,0
31.37154341400003,35.06756799600004,None,0,0,0,0,0,0,0
31.37154341400003,35.11057010900004,None,0,0,0,0,0,0,0
31.383957055000053,34.40103524600005,None,186,7,0,0,0,0,1
31.39637069500003,34.46553841600007,None,219,9,0,0,0,0,4
31.39637069500003,34.594544754000026,None,52,611,0,0,376,0,27
31.383957055000053,34.74505214900006,None,1031,222,0,513,362,0,80
31.39637069500003,34.766553206000026,None,1128,270,0,1000,353,0,327
31.383957055000053,34.87405848800006,None,289,18,0,0,0,0,0
31.39637069500003,34.89555954400004,None,0,0,0,0,0,0,0
31.383957055000053,34.96006271400006,None,29,76,0,0,2,0,2
31.383957055000053,35.00306482700006,None,0,0,0,0,0,0,0
31.39637069500003,35.11057010900004,None,0,71,0,0,107,0,6
31.408784336000053,34.57304369800005,None,0,0,0,0,0,0,0
31.421197977000077,34.594544754000026,None,813,2511,0,1,2776,0,108
31.408784336000053,34.74505214900006,None,360,11,0,0,1,0,1
31.421197977000077,34.766553206000026,None,65,15,0,18,1,0,3
31.408784336000053,34.83105637500006,None,220,2,0,1,0,0,1
31.421197977000077,35.15357222200004,None,0,0,0,0,0,0,0
31.433611617000054,34.48703947200005,None,503,15,0,0,0,0,0
31.446025258000077,34.508540528000026,None,13,39,0,0,130,0,1
31.433611617000054,34.53004158500005,None,13,118,0,2,330,0,6
31.446025258000077,34.551542641000026,None,44,137,0,0,205,0,7
31.433611617000054,34.57304369800005,None,0,0,0,0,0,0,0
31.433611617000054,34.61604581100005,None,2,39,0,0,81,0,4
31.446025258000077,34.637546867000026,None,57,62,0,0,19,0,2
31.446025258000077,34.680548980000026,None,249,48,0,0,37,0,4
31.433611617000054,34.70205003600006,None,86,45,0,0,36,0,0
31.446025258000077,34.723551093000026,None,54,59,0,0,35,0,1
31.446025258000077,34.766553206000026,None,186,7,0,0,0,0,0
31.433611617000054,34.87405848800006,None,0,0,0,0,0,0,0
31.446025258000077,35.02456588300004,None,0,0,0,0,0,0,0
31.470852540000067,34.508540528000026,None,267,19,0,0,20,0,0
31.458438899000043,34.53004158500005,None,95,87,0,0,212,0,13
31.458438899000043,34.57304369800005,None,37,39,0,0,119,0,4
31.470852540000067,34.594544754000026,None,117,109,0,0,63,0,1
31.458438899000043,34.61604581100005,None,9,52,0,0,63,0,0
31.470852540000067,34.637546867000026,None,153,91,0,0,13,0,5
31.458438899000043,34.65904792400005,None,64,200,0,0,6,0,3
31.470852540000067,34.93856165700004,None,0,0,0,0,0,0,0
31.458438899000043,35.39008384300007,None,339,21,0,0,2,0,3
31.483266180000044,34.53004158500005,None,333,14,0,0,0,0,3
31.495679821000067,34.551542641000026,None,275,6,0,2,0,0,3
31.495679821000067,34.594544754000026,None,223,9,0,0,0,0,0
31.495679821000067,34.98156377000004,None,0,0,0,0,0,0,0
31.483266180000044,35.08906905300006,None,0,0,0,0,0,0,0
31.483266180000044,35.17507327800007,None,0,0,0,0,0,0,0
31.508093462000033,34.57304369800005,None,206,6,0,0,0,0,1
31.520507103000057,34.594544754000026,None,2050,2806,0,1,1425,0,149
31.508093462000033,34.65904792400005,None,330,12,0,0,1,0,2
31.508093462000033,34.70205003600006,None,344,2,0,1,2,0,0
31.508093462000033,34.91706060100006,None,0,0,0,0,0,0,0
31.520507103000057,34.93856165700004,None,0,0,0,0,0,0,0
31.520507103000057,35.11057010900004,None,66,1151,0,1,415,0,319
31.532920743000034,34.57304369800005,None,0,0,0,0,0,0,0
31.545334384000057,34.594544754000026,None,225,15,0,0,1,0,0
31.532920743000034,34.61604581100005,None,0,0,0,0,0,0,0
31.545334384000057,34.766553206000026,None,6,148,0,0,66,0,1
31.532920743000034,34.91706060100006,None,38,88,0,0,1,0,1
31.545334384000057,35.02456588300004,None,0,0,0,0,0,0,0
31.532920743000034,35.08906905300006,None,0,28,0,0,79,0,46
31.545334384000057,35.11057010900004,None,0,0,0,0,0,0,0
31.570161665000057,34.551542641000026,None,126,115,0,1,5,0,0
31.557748025000024,34.57304369800005,None,207,18,0,0,0,0,0
31.557748025000024,34.65904792400005,None,350,4,0,0,1,0,0
31.570161665000057,34.680548980000026,None,74,214,0,0,188,0,11
31.570161665000057,34.766553206000026,None,3,28,0,0,140,0,2
31.557748025000024,34.78805426200006,None,8,98,0,0,138,0,2
31.570161665000057,34.852557432000026,None,214,26,0,0,1,0,2
31.570161665000057,35.02456588300004,None,0,0,0,0,0,0,0
31.570161665000057,35.41158489900005,None,0,0,0,0,0,0,0
31.594988947000047,34.551542641000026,None,417,14,0,0,2,0,3
31.582575306000024,34.61604581100005,None,167,9,0,0,1,0,7
31.582575306000024,34.65904792400005,None,119,96,0,0,64,0,5
31.594988947000047,34.680548980000026,None,81,101,0,0,10,0,1
31.582575306000024,34.74505214900006,None,6,89,0,1,134,0,3
31.594988947000047,34.766553206000026,None,1156,1125,0,5,548,0,76
31.594988947000047,34.89555954400004,None,135,9,0,0,0,0,0
31.594988947000047,35.19657433500004,None,0,0,0,0,0,0,0
31.594988947000047,35.23957644800004,None,0,0,0,0,0,0,0
31.60740258800007,34.53004158500005,None,380,12,0,0,1,0,4
31.619816228000047,34.594544754000026,None,163,64,0,0,5,0,3
31.60740258800007,34.61604581100005,None,69,2,0,0,0,0,3
31.60740258800007,34.70205003600006,None,66,54,0,0,9,0,2
31.619816228000047,34.723551093000026,None,140,79,0,0,24,0,2
31.60740258800007,34.74505214900006,None,0,0,0,0,0,0,0
31.619816228000047,34.766553206000026,None,5425,7692,0,22,1953,0,496
31.619816228000047,34.809555319000026,None,117,52,0,0,2,0,2
31.60740258800007,35.08906905300006,None,0,0,0,0,0,0,0
31.619816228000047,35.32558067300005,None,337,61,0,258,7,0,57
31.644643510000037,34.551542641000026,None,1812,4041,0,15,1218,0,198
31.63222986900007,34.57304369800005,None,74,32,0,0,3,0,0
31.644643510000037,34.594544754000026,None,0,0,0,0,0,0,0
31.63222986900007,34.61604581100005,None,31,126,0,0,32,0,15
31.63222986900007,34.65904792400005,None,202,57,0,0,0,0,4
31.644643510000037,34.680548980000026,None,111,5,0,1,0,0,1
31.63222986900007,34.70205003600006,None,243,507,0,1,262,0,22
31.644643510000037,34.723551093000026,None,24,84,0,1,152,0,2
31.644643510000037,34.852557432000026,None,268,2,0,0,0,0,0
31.63222986900007,34.96006271400006,None,5,4,0,0,40,0,0
31.644643510000037,35.11057010900004,None,25,57,0,0,112,0,2
31.644643510000037,35.15357222200004,None,50,544,0,1,679,0,47
31.644643510000037,35.23957644800004,None,11,246,0,0,28,0,15
31.669470791000037,34.551542641000026,None,1130,1252,0,1,553,0,78
31.65705715100006,34.57304369800005,None,3940,6869,0,10,2306,0,407
31.669470791000037,34.594544754000026,None,217,1054,0,0,412,0,80
31.65705715100006,34.61604581100005,None,79,148,0,0,83,0,9
31.669470791000037,34.637546867000026,None,171,307,0,0,201,0,24
31.669470791000037,34.680548980000026,None,372,6,0,1,0,0,3
31.65705715100006,34.70205003600006,None,112,41,0,0,2,0,2
31.669470791000037,34.723551093000026,None,0,3,0,0,100,0,4
31.65705715100006,34.74505214900006,None,0,3,0,0,124,0,2
31.669470791000037,34.766553206000026,None,216,182,0,1,92,0,8
31.65705715100006,34.78805426200006,None,86,183,0,0,161,0,7
31.65705715100006,34.87405848800006,None,166,0,0,0,1,0,1
31.669470791000037,34.93856165700004,None,110,82,0,0,5,0,7
31.65705715100006,35.00306482700006,None,11,150,0,0,45,0,3
31.65705715100006,35.08906905300006,None,0,0,0,0,0,0,0
31.65705715100006,35.13207116500007,None,36,317,0,0,724,0,53
31.669470791000037,35.15357222200004,None,1,43,0,0,53,0,2
31.68188443200006,34.57304369800005,None,4098,3265,0,6,530,0,151
31.694298073000027,34.594544754000026,None,655,370,0,1,74,0,26
31.68188443200006,34.61604581100005,None,38,26,0,0,1,0,1
31.694298073000027,34.637546867000026,None,156,49,0,0,13,0,5
31.694298073000027,34.680548980000026,None,39,70,0,0,219,0,2
31.694298073000027,34.723551093000026,None,53,166,0,0,214,0,8
31.68188443200006,34.74505214900006,None,5,111,0,0,131,0,3
31.68188443200006,34.78805426200006,None,135,49,0,1,5,0,2
31.694298073000027,34.89555954400004,None,63,41,0,0,54,0,2
31.694298073000027,34.98156377000004,None,233,6,0,0,0,0,0
31.694298073000027,35.02456588300004,None,36,51,0,0,37,0,5
31.694298073000027,35.11057010900004,None,1,41,0,0,456,0,76
31.68188443200006,35.17507327800007,None,0,0,0,0,0,0,0
31.70671171300006,34.61604581100005,None,0,0,0,0,0,0,0
31.719125354000028,34.637546867000026,None,238,8,0,0,1,0,0
31.70671171300006,34.70205003600006,None,13,64,0,0,182,0,4
31.719125354000028,34.723551093000026,None,310,93,0,0,2,0,4
31.719125354000028,34.766553206000026,None,199,52,0,0,4,0,8
31.70671171300006,34.91706060100006,None,31,104,0,0,25,0,9
31.70671171300006,34.96006271400006,None,83,193,0,0,27,0,0
31.719125354000028,34.98156377000004,None,0,0,0,0,0,0,0
31.70671171300006,35.00306482700006,None,0,0,0,0,0,0,0
31.719125354000028,35.06756799600004,None,88,152,0,0,43,0,2
31.70671171300006,35.08906905300006,None,136,39,0,1,2,0,1
31.719125354000028,35.11057010900004,None,38,104,0,0,12,0,8
31.719125354000028,35.19657433500004,None,732,1201,0,4,353,0,91
31.719125354000028,35.23957644800004,None,0,0,0,0,0,0,0
31.743952636000074,34.637546867000026,None,0,0,0,0,0,0,0
31.73153899500005,34.65904792400005,None,197,100,0,0,22,0,2
31.743952636000074,34.680548980000026,None,150,168,0,0,20,0,7
31.743952636000074,34.723551093000026,None,432,74,0,1,0,0,3
31.73153899500005,34.74505214900006,None,1913,4197,0,4,1269,0,917
31.743952636000074,34.766553206000026,None,354,256,0,0,150,0,25
31.73153899500005,34.78805426200006,None,248,65,0,0,2,0,8
31.743952636000074,34.809555319000026,None,86,64,0,0,4,0,6
31.73153899500005,34.83105637500006,None,473,7,0,13,1,0,0
31.73153899500005,34.87405848800006,None,1,64,0,0,85,0,3
31.743952636000074,34.89555954400004,None,5,81,0,0,127,0,11
31.73153899500005,34.91706060100006,None,30,37,0,0,62,0,4
31.743952636000074,34.98156377000004,None,1672,3358,0,3,1506,0,167
31.73153899500005,35.00306482700006,None,14,98,0,0,82,0,5
31.743952636000074,35.06756799600004,None,123,96,0,0,12,0,22
31.743952636000074,35.15357222200004,None,99,106,0,0,26,0,2
31.73153899500005,35.17507327800007,None,1550,2408,0,4,625,0,199
31.743952636000074,35.19657433500004,None,4751,7295,0,79,1959,0,566
31.73153899500005,35.21807539100007,None,844,1120,0,8,220,0,51
31.743952636000074,35.23957644800004,None,2679,3499,0,4,667,0,249
31.768779917000074,34.637546867000026,None,233,227,0,1,35,0,21
31.768779917000074,34.680548980000026,None,199,315,0,0,142,0,68
31.75636627600005,34.70205003600006,None,88,175,0,0,47,0,3
31.768779917000074,34.723551093000026,None,386,8,0,0,0,0,2
31.75636627600005,34.78805426200006,None,9,72,0,2,137,0,24
31.768779917000074,34.809555319000026,None,198,10,0,0,0,0,1
31.75636627600005,34.96006271400006,None,496,118,0,8,190,0,10
31.75636627600005,35.00306482700006,None,450,1081,0,0,488,0,53
31.768779917000074,35.06756799600004,None,66,91,0,0,7,0,2
31.75636627600005,35.13207116500007,None,268,229,0,0,30,0,19
31.768779917000074,35.15357222200004,None,433,371,0,4,69,0,18
31.75636627600005,35.17507327800007,None,9161,10071,0,47,4153,0,745
31.768779917000074,35.19657433500004,None,5285,3850,0,18,2792,0,301
31.75636627600005,35.21807539100007,None,11828,12156,0,70,4353,0,837
31.768779917000074,35.23957644800004,None,183,285,0,5,576,0,73
31.768779917000074,35.28257856100004,None,155,508,0,0,70,0,30
31.75636627600005,35.30407961700007,None,0,0,0,0,0,0,0
31.75636627600005,35.47608806900007,None,101,26,0,0,0,0,0
31.78119355800004,34.61604581100005,None,674,529,0,0,73,0,69
31.793607199000064,34.637546867000026,None,6333,6111,0,15,1755,0,537
31.78119355800004,34.65904792400005,None,2399,3511,0,12,1367,0,236
31.78119355800004,34.70205003600006,None,62,277,0,1,344,0,36
31.793607199000064,34.723551093000026,None,265,82,0,2,4,0,3
31.793607199000064,34.766553206000026,None,720,902,0,3,631,0,70
31.78119355800004,34.78805426200006,None,0,0,0,0,0,0,0
31.793607199000064,34.809555319000026,None,0,13,0,0,180,0,5
31.793607199000064,34.89555954400004,None,187,63,0,0,3,0,6
31.793607199000064,34.93856165700004,None,123,240,0,0,100,0,17
31.793607199000064,34.98156377000004,None,48,162,0,0,286,0,19
31.78119355800004,35.00306482700006,None,29,119,0,0,91,0,7
31.793607199000064,35.02456588300004,None,12,81,0,0,117,0,6
31.78119355800004,35.04606694000006,None,14,60,0,0,50,0,1
31.793607199000064,35.06756799600004,None,99,20,0,0,4,0,1
31.78119355800004,35.08906905300006,None,107,181,0,0,51,0,7
31.793607199000064,35.11057010900004,None,569,112,0,14,65,0,5
31.793607199000064,35.15357222200004,None,2932,3289,0,4,766,0,154
31.78119355800004,35.17507327800007,None,2261,1627,0,6,3888,0,284
31.793607199000064,35.19657433500004,None,2383,3459,0,7,8011,0,642
31.78119355800004,35.21807539100007,None,8382,8393,0,69,8912,0,1039
31.793607199000064,35.23957644800004,None,3244,1877,0,80,517,0,168
31.78119355800004,35.30407961700007,None,1029,3357,0,3,930,0,188
31.793607199000064,35.45458701200005,None,0,0,0,0,0,0,0
31.818434480000064,34.637546867000026,None,835,831,0,3,331,0,56
31.80602083900004,34.65904792400005,None,7433,9149,0,24,5355,0,641
31.818434480000064,34.680548980000026,None,35,109,0,0,295,0,3
31.80602083900004,34.70205003600006,None,59,126,0,0,5,0,0
31.818434480000064,34.723551093000026,None,120,116,0,0,370,0,15
31.80602083900004,34.74505214900006,None,462,409,0,1,10,0,29
31.818434480000064,34.766553206000026,None,928,944,0,0,285,0,76
31.80602083900004,34.78805426200006,None,502,884,0,4,634,0,95
31.818434480000064,34.809555319000026,None,388,96,0,0,3,0,6
31.80602083900004,34.83105637500006,None,0,0,0,0,0,0,0
31.818434480000064,34.852557432000026,None,0,5,0,0,166,0,1
31.818434480000064,34.89555954400004,None,87,13,0,0,0,0,0
31.818434480000064,34.98156377000004,None,0,0,0,0,0,0,0
31.80602083900004,35.00306482700006,None,94,69,0,0,36,0,1
31.80602083900004,35.08906905300006,None,242,122,0,0,288,0,21
31.818434480000064,35.11057010900004,None,826,119,0,330,63,0,57
31.80602083900004,35.13207116500007,None,735,289,0,0,28,0,18
31.80602083900004,35.17507327800007,None,0,0,0,0,0,0,0
31.818434480000064,35.19657433500004,None,3220,4371,0,9,5647,0,704
31.80602083900004,35.21807539100007,None,2178,3923,0,10,10813,0,649
31.818434480000064,35.23957644800004,None,1652,2357,0,4,421,0,187
31.818434480000064,35.32558067300005,None,20,237,0,0,54,0,14
31.80602083900004,35.39008384300007,None,17,78,0,0,107,0,32
31.80602083900004,35.47608806900007,None,0,0,0,0,0,0,0
31.843261761000065,34.723551093000026,None,134,93,0,0,5,0,2
31.83084812100003,34.74505214900006,None,690,275,0,1,15,0,19
31.843261761000065,34.809555319000026,None,189,142,0,0,10,0,4
31.83084812100003,34.87405848800006,None,204,278,0,0,3,0,6
31.83084812100003,34.91706060100006,None,67,106,0,0,58,0,20
31.83084812100003,34.96006271400006,None,256,8,0,9,0,0,3
31.843261761000065,35.02456588300004,None,0,35,0,0,75,0,12
31.843261761000065,35.06756799600004,None,0,0,0,0,0,0,0
31.83084812100003,35.13207116500007,None,608,585,0,0,72,0,46
